행정기관코드,기준연월,시도명,시군구명,읍면동명,0~9세_남자,0~9세_여자,10~19세_남자,10~19세_여자,20~29세_남자,20~29세_여자,30~39세_남자,30~39세_여자,40~49세_남자,40~49세_여자,50~59세_남자,50~59세_여자,60~69세_남자,60~69세_여자,70~79세_남자,70~79세_여자,80~89세_남자,80~89세_여자,90~99세_남자,90~99세_여자,100세 이상_남자,100세 이상_여자,총인구수,남자총합,여자총합
1132068100,2025-04-30,서울특별시,도봉구,쌍문제4동,427,411,943,832,966,994,1005,1094,1198,1338,1400,1716,1399,1736,755,774,237,467,35,86,0,0,17813,8365,9448
1132069000,2025-04-30,서울특별시,도봉구,방학제1동,524,479,997,971,1597,1648,1571,1468,1777,1751,2502,2452,2432,2526,1371,1599,599,769,38,126,0,2,27199,13408,13791
1132070000,2025-04-30,서울특별시,도봉구,방학제2동,282,271,558,551,1023,919,1090,828,1119,1032,1719,1677,1699,1793,990,1144,450,662,36,88,0,0,17931,8966,8965
1132071000,2025-04-30,서울특별시,도봉구,방학제3동,686,621,1370,1106,1379,1199,1473,1324,1683,1854,2007,2343,2157,2599,1206,1296,390,722,51,183,1,1,25651,12403,13248
1135056000,2025-04-30,서울특별시,노원구,월계1동,406,368,792,696,2104,1470,1266,1089,1346,1282,1646,1624,1524,1547,955,1144,379,564,34,81,0,1,20318,10452,9866
1135057000,2025-04-30,서울특별시,노원구,월계2동,623,580,967,899,1303,1267,1369,1337,1786,1800,2085,2185,2005,2384,1300,1656,472,790,55,165,0,2,25030,11965,13065
1135058000,2025-04-30,서울특별시,노원구,월계3동,814,720,934,856,1457,1494,2155,2092,1948,1923,2127,2335,1977,2534,1350,1676,535,866,51,171,0,0,28015,13348,14667
1135059500,2025-04-30,서울특별시,노원구,공릉1동,640,629,1221,1182,3178,3420,2476,2361,2385,2343,2654,2763,2472,2911,1493,1805,572,842,50,131,0,4,35532,17141,18391
1135060000,2025-04-30,서울특별시,노원구,공릉2동,1343,1302,2079,2023,3304,3446,2721,2730,3020,3231,3174,3312,2380,2775,1345,1458,487,749,53,130,0,1,41063,19906,21157
1135061100,2025-04-30,서울특별시,노원구,하계1동,414,396,1611,1329,2478,2127,1346,1297,1350,1651,2238,2435,1802,2118,846,1324,315,726,48,139,1,2,25993,12449,13544
1135061200,2025-04-30,서울특별시,노원구,하계2동,600,487,1179,1153,1216,1190,1187,1244,1482,1739,1788,1971,1431,1580,634,919,283,535,42,90,0,0,20750,9842,10908
1135061900,2025-04-30,서울특별시,노원구,중계본동,557,493,2043,1981,1372,1408,811,818,1718,2266,2252,2283,1309,1301,506,572,211,338,17,81,1,1,22339,10797,11542
1135062100,2025-04-30,서울특별시,노원구,중계1동,850,784,2774,2359,1361,1260,807,997,2402,3189,2551,2396,1245,1327,510,623,191,385,20,67,0,0,26098,12711,13387
1135062400,2025-04-30,서울특별시,노원구,중계4동,393,408,984,868,1138,1022,886,866,1268,1384,1793,1840,1346,1436,791,1188,368,636,35,123,0,3,18776,9002,9774
1135062500,2025-04-30,서울특별시,노원구,중계2.3동,669,678,1230,1230,1639,1757,1919,1937,2077,2285,2592,2895,2177,2762,1330,2160,590,1305,70,237,1,2,31542,14294,17248
1135063000,2025-04-30,서울특별시,노원구,상계1동,827,798,1420,1358,2159,2124,2191,2141,2312,2481,3077,3456,3010,3482,1702,1880,656,963,70,171,0,1,36279,17424,18855
1135064000,2025-04-30,서울특별시,노원구,상계2동,299,317,702,774,1369,1322,1148,1000,1198,1165,1789,1852,1565,1633,819,854,311,498,31,97,0,1,18744,9231,9513
1135066500,2025-04-30,서울특별시,노원구,상계3.4동,660,634,1113,952,1578,1350,1459,1300,1859,1742,2459,2490,2313,2404,1341,1604,592,969,43,116,0,0,26978,13417,13561
1135067000,2025-04-30,서울특별시,노원구,상계5동,357,331,817,753,1405,1269,1370,1169,1357,1385,2075,2215,1892,2047,1060,1397,475,817,59,152,0,3,22405,10867,11538
1135069500,2025-04-30,서울특별시,노원구,상계6.7동,859,796,1292,1168,1761,2034,2351,2474,2061,2401,2408,2997,1898,2469,1041,1344,402,730,47,191,0,7,30731,14120,16611
1135070000,2025-04-30,서울특별시,노원구,상계8동,882,884,817,796,1084,1127,2342,2418,1658,1738,1417,1637,998,1343,644,842,238,417,27,92,1,0,21402,10108,11294
1135071000,2025-04-30,서울특별시,노원구,상계9동,469,429,825,767,1121,1116,1313,1323,1292,1469,1576,1935,1239,1611,773,950,276,498,42,111,1,1,19137,8927,10210
1135072000,2025-04-30,서울특별시,노원구,상계10동,537,523,725,726,986,1108,1377,1476,1281,1435,1373,1712,1072,1462,627,706,197,374,20,85,1,1,17804,8196,9608
1138051000,2025-04-30,서울특별시,은평구,녹번동,898,926,1013,1031,1891,2287,2697,2889,2582,2526,2740,3024,2468,2947,1454,2053,696,1042,55,176,0,1,35396,16494,18902
1138052000,2025-04-30,서울특별시,은평구,불광제1동,819,760,1198,1081,2173,2614,2712,2759,2415,2557,2946,3329,2805,3297,1532,2095,756,1244,95,189,1,1,37378,17452,19926
1138053000,2025-04-30,서울특별시,은평구,불광제2동,343,341,696,636,1762,1844,1939,1828,1692,1573,2173,2352,2177,2472,1265,1638,596,896,41,112,0,2,26378,12684,13694
1138055100,2025-04-30,서울특별시,은평구,갈현제1동,220,179,476,416,947,1035,1105,981,927,894,1128,1276,1081,1270,627,823,274,402,33,58,0,1,14153,6818,7335
1138055200,2025-04-30,서울특별시,은평구,갈현제2동,455,423,1041,1035,1727,2022,1820,1785,1868,1888,2286,2603,1933,2332,1086,1442,488,726,40,98,0,1,27099,12744,14355
1138056000,2025-04-30,서울특별시,은평구,구산동,563,518,1146,1224,1797,2103,1904,1857,2116,2074,2759,2861,2532,2617,1430,1629,590,869,68,118,0,2,30777,14905,15872
1138057000,2025-04-30,서울특별시,은평구,대조동,427,365,647,682,1887,2882,2592,2656,1680,1674,1887,2103,1735,1977,1011,1429,544,782,50,97,0,1,27108,12460,14648
1138058000,2025-04-30,서울특별시,은평구,응암제1동,970,895,1280,1238,1774,2356,2420,2715,2475,2599,2494,2735,1901,2241,1045,1545,485,779,49,109,0,4,32109,14893,17216
1138059000,2025-04-30,서울특별시,은평구,응암제2동,1269,1227,1428,1261,1162,1171,1804,2148,2686,2707,2068,2051,1391,1679,844,1096,359,561,32,98,0,2,27044,13043,14001
1138060000,2025-04-30,서울특별시,은평구,응암제3동,301,318,627,565,1492,1577,1723,1552,1518,1377,1885,1912,1853,2018,1131,1566,549,919,57,143,0,1,23084,11136,11948
1138062500,2025-04-30,서울특별시,은평구,역촌동,906,847,1544,1544,2617,2891,3153,3304,3282,3347,3574,4044,3092,3868,1879,2525,870,1199,67,181,1,1,44736,20985,23751
1138063100,2025-04-30,서울특별시,은평구,신사제1동,537,497,883,848,1624,1679,1887,1846,1782,1808,2096,2331,1930,2310,1113,1415,488,696,39,104,1,1,25915,12380,13535
1138063200,2025-04-30,서울특별시,은평구,신사제2동,411,340,690,602,1101,1093,1373,1279,1336,1275,1515,1588,1499,1615,857,1065,331,497,31,86,0,0,18584,9144,9440
1138064000,2025-04-30,서울특별시,은평구,증산동,451,424,577,553,916,1007,1088,1134,1078,1103,1342,1388,1070,1223,685,793,279,380,20,58,0,0,15569,7506,8063
1138065000,2025-04-30,서울특별시,은평구,수색동,873,914,740,686,1266,1236,1760,1927,1529,1489,1755,1913,1341,1450,626,775,225,431,22,109,0,0,21067,10137,10930
1138069000,2025-04-30,서울특별시,은평구,진관동,1511,1422,3417,3278,2829,3638,2574,3451,3686,4664,4566,4731,3258,3672,1859,2302,787,1118,85,226,1,3,53078,24573,28505
1141052000,2025-04-30,서울특별시,서대문구,천연동,515,474,583,609,889,971,1141,1218,1107,1203,1378,1460,1205,1257,601,838,297,567,41,96,0,1,16451,7757,8694
1141055500,2025-04-30,서울특별시,서대문구,북아현동,646,540,495,495,782,1040,1363,1451,1273,1147,1217,1256,950,985,416,568,209,352,19,58,0,2,15264,7370,7894
1141056500,2025-04-30,서울특별시,서대문구,충현동,473,438,616,659,1235,1538,1663,1692,1359,1372,1515,1544,1357,1452,673,809,332,468,42,106,0,1,19344,9265,10079
1141058500,2025-04-30,서울특별시,서대문구,신촌동,202,200,416,587,2954,5549,1921,1824,889,973,928,966,686,711,386,524,227,357,34,51,1,2,20388,8644,11744
1141061500,2025-04-30,서울특별시,서대문구,연희동,563,563,1006,1004,3664,3658,2678,2709,2041,2233,2300,2603,1872,2228,1130,1492,616,971,81,173,1,3,33589,15952,17637
1141062000,2025-04-30,서울특별시,서대문구,홍제제1동,649,654,813,850,1391,1556,1681,1848,1673,1751,2001,2253,1695,2043,993,1266,481,725,44,106,0,0,24473,11421,13052
1141064000,2025-04-30,서울특별시,서대문구,홍제제3동,473,451,526,539,1091,1059,1185,1196,1110,1110,1468,1556,1252,1465,735,984,413,671,29,88,0,1,17402,8282,9120
1141065500,2025-04-30,서울특별시,서대문구,홍제제2동,314,282,387,382,625,703,926,891,719,762,975,1151,977,1132,502,676,227,404,22,63,0,1,12121,5674,6447
1141066000,2025-04-30,서울특별시,서대문구,홍은제1동,610,546,722,743,1206,1267,1471,1515,1527,1450,1824,1948,1752,1889,963,1144,406,736,48,123,0,2,21892,10529,11363
1141068500,2025-04-30,서울특별시,서대문구,홍은제2동,664,676,1041,1086,1904,1976,1989,1888,1873,1937,2314,2433,1953,2299,1023,1364,499,770,51,143,0,3,27886,13311,14575
1141069000,2025-04-30,서울특별시,서대문구,남가좌제1동,908,881,973,949,701,794,958,1272,1672,1660,1219,1214,862,933,414,597,229,332,26,57,0,1,16652,7962,8690
1141070000,2025-04-30,서울특별시,서대문구,남가좌제2동,1081,1012,1230,1287,1859,2051,1898,2027,2308,2317,2236,2245,1667,1818,993,1331,476,757,49,107,0,2,28751,13797,14954
1141071000,2025-04-30,서울특별시,서대문구,북가좌제1동,530,495,986,901,848,927,1014,1084,1351,1509,1474,1494,1126,1289,620,818,295,447,36,64,0,0,17308,8280,9028
1141072000,2025-04-30,서울특별시,서대문구,북가좌제2동,535,503,1030,962,1954,2078,2151,1930,2029,1982,2487,2664,2270,2602,1367,1744,596,971,54,134,0,1,30044,14473,15571
1144055500,2025-04-30,서울특별시,마포구,아현동,1379,1411,1020,1171,1242,1760,2575,3230,2594,2650,2040,2212,1581,1683,676,867,291,507,39,89,0,0,29017,13437,15580
1144056500,2025-04-30,서울특별시,마포구,공덕동,904,816,1017,1019,2195,3199,3123,3407,2455,2453,2864,3120,2428,2584,1122,1529,552,968,50,145,0,4,35954,16710,19244
1144058500,2025-04-30,서울특별시,마포구,도화동,607,568,735,694,1146,1314,1771,1834,1379,1427,1530,1739,1380,1573,730,902,340,584,55,123,0,0,20431,9673,10758
1144059000,2025-04-30,서울특별시,마포구,용강동,863,877,1078,1138,879,1063,1485,1910,1929,2204,1648,1595,1122,1209,546,740,300,450,42,114,0,2,21194,9892,11302
1144060000,2025-04-30,서울특별시,마포구,대흥동,250,234,439,432,1592,2002,1226,1215,914,945,1068,1007,780,748,347,464,195,306,27,47,0,1,14239,6838,7401
1144061000,2025-04-30,서울특별시,마포구,염리동,609,622,876,875,1045,1249,1232,1357,1513,1641,1324,1239,785,866,367,543,195,350,22,48,0,0,16758,7968,8790
1144063000,2025-04-30,서울특별시,마포구,신수동,683,676,941,835,1684,1572,1651,1742,1613,1780,1883,1958,1250,1367,646,872,348,489,40,77,0,0,22107,10739,11368
1144065500,2025-04-30,서울특별시,마포구,서강동,770,687,861,819,2201,2443,1894,2094,1775,1855,1818,1953,1300,1436,663,848,335,520,41,94,0,0,24407,11658,12749
1144066000,2025-04-30,서울특별시,마포구,서교동,285,315,481,513,2316,3227,2600,2781,1592,1765,1481,1612,1094,1216,628,846,322,479,47,103,0,1,23704,10846,12858
1144068000,2025-04-30,서울특별시,마포구,합정동,271,267,338,372,1139,1570,1785,1903,1139,1207,999,1170,879,1041,485,678,261,371,31,65,0,0,15971,7327,8644
1144069000,2025-04-30,서울특별시,마포구,망원제1동,328,327,476,483,1259,1592,1694,1868,1356,1437,1403,1482,1098,1318,643,949,319,500,24,77,0,0,18633,8600,10033
1144070000,2025-04-30,서울특별시,마포구,망원제2동,388,329,644,644,1043,1385,1340,1529,1291,1428,1425,1452,984,1243,624,848,317,457,21,66,0,1,17459,8077,9382
1144071000,2025-04-30,서울특별시,마포구,연남동,217,210,319,317,1170,1501,1470,1521,1001,1020,935,1048,732,853,421,585,223,365,31,67,0,0,14006,6519,7487
1144072000,2025-04-30,서울특별시,마포구,성산제1동,287,323,581,651,1316,1610,1619,1769,1355,1524,1453,1587,1040,1264,562,819,281,432,25,61,0,0,18559,8519,10040
1144073000,2025-04-30,서울특별시,마포구,성산제2동,853,784,1382,1367,2373,4172,3118,3869,2442,2747,2868,3085,2119,2441,1174,1797,590,960,62,178,0,0,38381,16981,21400
1144074000,2025-04-30,서울특별시,마포구,상암동,905,814,1748,1695,1772,2416,1658,1916,2180,2567,2572,2587,1557,1809,867,1086,376,592,48,122,0,0,29287,13683,15604
1147051000,2025-04-30,서울특별시,양천구,목1동,1167,1170,2489,2568,1329,1435,1141,1499,2887,3536,2656,2474,1528,1623,831,874,265,383,22,63,0,1,29941,14315,15626
1147052000,2025-04-30,서울특별시,양천구,목2동,587,549,1157,974,1892,2093,2544,2515,2011,2125,2098,2448,1981,2202,997,1136,307,492,21,96,0,2,28227,13595,14632
1147053000,2025-04-30,서울특별시,양천구,목3동,499,478,673,563,1377,1467,1834,1934,1394,1476,1489,1787,1521,1813,800,948,259,401,31,98,0,0,20842,9877,10965
1147054000,2025-04-30,서울특별시,양천구,목4동,461,460,1474,1365,1846,1681,1426,1339,1591,1949,2366,2514,1473,1566,757,938,264,434,27,85,0,1,24017,11685,12332
1147055000,2025-04-30,서울특별시,양천구,목5동,1562,1345,3937,3281,1927,1830,1535,1855,3791,4789,3474,3216,2236,2452,1255,1180,351,452,58,126,1,1,40654,20127,20527
1147056000,2025-04-30,서울특별시,양천구,신월1동,281,289,573,493,1008,995,1343,1010,1389,1141,1708,1597,1929,1916,1051,1163,355,470,15,83,0,1,18810,9652,9158
1147057000,2025-04-30,서울특별시,양천구,신월2동,619,536,839,901,1119,1107,1349,1331,1602,1525,1637,1634,1498,1853,1038,1133,294,430,31,79,0,3,20558,10026,10532
1147058000,2025-04-30,서울특별시,양천구,신월3동,301,266,451,411,791,707,985,857,958,811,1373,1080,1442,1231,745,803,252,399,21,50,0,0,13934,7319,6615
1147059000,2025-04-30,서울특별시,양천구,신월4동,454,503,782,712,939,831,998,973,1328,1339,1356,1430,1298,1533,804,961,267,399,24,75,0,1,17007,8250,8757
1147060000,2025-04-30,서울특별시,양천구,신월5동,323,289,564,532,832,859,1048,889,979,974,1117,1201,1130,1194,594,666,206,305,15,62,0,0,13779,6808,6971
1147061000,2025-04-30,서울특별시,양천구,신월6동,667,613,646,628,662,657,1024,1129,1227,1170,992,1056,823,965,477,556,157,222,7,26,0,0,13704,6682,7022
1147061100,2025-04-30,서울특별시,양천구,신월7동,368,319,521,483,954,947,1303,1157,1222,1079,1515,1535,1624,1912,952,1167,314,630,36,107,0,1,18146,8809,9337
1147062000,2025-04-30,서울특별시,양천구,신정1동,721,719,1500,1402,977,955,828,950,1768,2068,1602,1570,1152,1279,696,732,214,303,21,90,1,1,19549,9480,10069
1147063000,2025-04-30,서울특별시,양천구,신정2동,496,483,1471,1405,978,964,764,821,1538,1838,1720,1605,1223,1250,629,686,223,325,25,68,0,1,18513,9067,9446
1147064000,2025-04-30,서울특별시,양천구,신정3동,1345,1316,2581,2375,2942,2827,2843,2847,3376,3724,4294,4684,3291,3768,1774,2191,674,942,61,189,1,2,48047,23182,24865
1147065000,2025-04-30,서울특별시,양천구,신정4동,480,489,960,925,2220,2519,2518,2333,2216,2092,2523,2722,2218,2578,1415,1760,547,691,28,92,1,3,31330,15126,16204
1147067000,2025-04-30,서울특별시,양천구,신정6동,873,827,1826,1760,1264,1175,1129,1303,2065,2504,1945,2105,1436,1555,809,735,217,282,25,71,0,0,23906,11589,12317
1147068000,2025-04-30,서울특별시,양천구,신정7동,796,756,1647,1591,1378,1287,1403,1497,2140,2376,2362,2436,2039,2308,1159,1441,376,727,37,165,0,3,27924,13337,14587
1150051000,2025-04-30,서울특별시,강서구,염창동,1663,1568,2218,2063,2214,2800,3382,3969,3466,3660,3047,3164,2206,2403,1111,1216,344,480,38,96,0,0,41108,19689,21419
1150052000,2025-04-30,서울특별시,강서구,등촌제1동,618,572,615,483,1730,2652,3171,3712,1833,1703,1467,1574,1190,1367,620,760,272,473,51,124,0,0,24987,11567,13420
1150053000,2025-04-30,서울특별시,강서구,등촌제2동,486,383,765,605,1268,1285,1664,1690,1307,1346,1364,1567,1383,1628,832,884,230,335,20,81,0,1,19124,9319,9805
1150053500,2025-04-30,서울특별시,강서구,등촌제3동,694,674,766,759,1441,1484,2313,2300,1772,1808,1864,2245,2604,2938,1505,1755,517,1101,87,256,1,4,28888,13564,15324
1150054000,2025-04-30,서울특별시,강서구,화곡제1동,866,848,1100,1069,3593,4690,5288,4666,3684,3298,3459,3654,3288,3911,2006,2455,717,952,48,144,1,1,49738,24050,25688
1150055000,2025-04-30,서울특별시,강서구,화곡제2동,348,363,611,576,1090,1106,1393,1224,1303,1295,1292,1461,1100,1443,666,847,240,335,11,48,1,1,16754,8055,8699
1150056000,2025-04-30,서울특별시,강서구,화곡제3동,446,414,836,734,1262,1508,1476,1535,1433,1531,1482,1639,1554,1796,1014,1179,346,452,32,86,0,0,20755,9881,10874
1150057000,2025-04-30,서울특별시,강서구,화곡제4동,355,315,625,539,1134,1144,1492,1261,1510,1379,1507,1687,1454,1788,907,1116,304,506,32,71,0,0,19126,9320,9806
1150059000,2025-04-30,서울특별시,강서구,화곡본동,630,550,1085,966,2337,2740,3084,2834,2440,2337,2374,2453,1992,2447,1134,1481,386,588,32,111,0,0,32001,15494,16507
1150059100,2025-04-30,서울특별시,강서구,화곡제6동,707,678,731,640,1647,2365,2516,2567,1819,1664,1726,1838,1731,2013,971,1126,318,411,25,91,0,1,25585,12191,13394
1150059300,2025-04-30,서울특별시,강서구,화곡제8동,386,376,662,643,1525,1677,1951,1675,1735,1607,1730,1872,1505,2032,1023,1293,398,513,24,69,1,2,22699,10940,11759
1150060300,2025-04-30,서울특별시,강서구,가양제1동,643,593,812,753,2371,4963,4253,4970,2207,2184,1979,2055,1712,1862,774,786,257,338,19,68,0,0,33599,15027,18572
1150060400,2025-04-30,서울특별시,강서구,가양제2동,220,177,185,188,528,634,1106,1111,655,643,726,758,1393,1566,1004,1089,305,594,39,145,0,3,13069,6161,6908
1150060500,2025-04-30,서울특별시,강서구,가양제3동,292,255,194,166,512,615,1368,1462,900,824,840,869,1086,1433,783,1077,251,552,29,83,0,1,13592,6255,7337
1150061100,2025-04-30,서울특별시,강서구,발산제1동,1090,1031,2310,2325,1976,2112,1849,1988,2722,3171,3011,3173,1947,2464,1117,1465,416,649,39,137,0,1,34993,16477,18516
1150061500,2025-04-30,서울특별시,강서구,우장산동,1373,1394,2615,2766,2300,2719,2471,2637,3650,4160,3640,3667,2475,2863,1569,1761,499,584,44,106,0,0,43293,20636,22657
1150062000,2025-04-30,서울특별시,강서구,공항동,1200,1237,1228,1169,1798,1726,2476,2287,2735,2379,2099,1950,1734,1890,942,1132,383,482,37,112,0,2,28998,14632,14366
1150063000,2025-04-30,서울특별시,강서구,방화제1동,1418,1358,2044,2068,2081,2151,2708,2856,3336,3362,3163,3100,2739,3153,1609,1755,495,745,62,146,0,3,40352,19655,20697
1150064000,2025-04-30,서울특별시,강서구,방화제2동,468,410,643,568,1363,1508,2143,1926,1563,1365,1746,1621,1795,2015,1103,1358,429,695,47,124,1,2,22893,11301,11592
1150064100,2025-04-30,서울특별시,강서구,방화제3동,487,458,649,633,941,894,1695,1628,1530,1543,1585,1610,1745,2073,1216,1450,448,758,51,175,0,1,21570,10347,11223
1153051000,2025-04-30,서울특별시,구로구,신도림동,1432,1349,1777,1828,1856,2201,2733,3108,3084,3315,2672,2763,2079,2180,1218,1320,392,500,33,96,0,1,35937,17276,18661
1153052000,2025-04-30,서울특별시,구로구,구로제1동,746,709,967,925,1101,1174,1772,1818,1676,1691,1467,1548,1245,1528,685,682,178,299,29,62,0,0,20302,9866,10436
1153053000,2025-04-30,서울특별시,구로구,구로제2동,292,281,556,560,1270,1264,1544,1261,1361,1124,2102,1974,2075,2091,1172,1559,585,755,37,109,0,0,21972,10994,10978
1153054000,2025-04-30,서울특별시,구로구,구로제3동,423,394,646,612,2050,2087,2651,1972,1966,1633,1681,1461,1299,1385,774,984,312,453,30,75,0,0,22888,11832,11056
1153055000,2025-04-30,서울특별시,구로구,구로제4동,267,236,400,413,1008,1180,1392,1333,1179,1011,1465,1506,1457,1702,966,1252,441,681,38,76,1,1,18005,8614,9391
